Scheduled;Game;Players;Platform;Category;Categories;Twitch;Time;Event;Youtube
Wed, 20 Feb 2019 15:36:00 +0100;Dark Souls;[Noobest](https://www.twitch.tv/noobest);PC;Any%;;383806424?t=22s;0:52:37;ESA 2019 Winter - Stream One;
Wed, 20 Feb 2019 16:41:00 +0100;Fable: The Lost Chapters;[Etem](https://www.twitch.tv/etem);PC;Any%;;383845699?t=23s;1:23:47;ESA 2019 Winter - Stream One;
Wed, 20 Feb 2019 18:26:00 +0100;Deltarune;[yisk](https://www.twitch.tv/yisk);PC;Any% NG+;;383872406?t=22s;0:28:05;ESA 2019 Winter - Stream One;
Wed, 20 Feb 2019 19:20:00 +0100;Final Fantasy;[Metako](https://www.twitch.tv/metako)|[Leonis07](https://www.twitch.tv/leonis07);Gamecube;Any%;Race;383977108?t=23s;3:16:09;ESA 2019 Winter - Stream One;
Wed, 20 Feb 2019 22:40:00 +0100;Super Mario Fallen Stars;[360Chrism](https://www.twitch.tv/360chrism);PC;24 Star;;384026851?t=23s;0:24:11;ESA 2019 Winter - Stream One;
Wed, 20 Feb 2019 23:15:00 +0100;Super Mario Odyssey;[Dansta2106](https://www.twitch.tv/dansta2106)|[MyNameIsZYPER](https://www.twitch.tv/mynameiszyper);Switch;Any%;Race;384026851?t=31m45s;1:02:21;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 00:36:00 +0100;Golden Axe;[TitansofCoOp](https://www.twitch.tv/titansofcoop);Genesis;Any% Co-Op;Co-Op;384040192?t=22s;0:09:28;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 01:06:00 +0100;Pingu : Sekai de ichiban genki na penguin;[linkboss](https://www.twitch.tv/linkboss);GBP;Any%;;384052685?t=23s;0:13:49;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 01:36:00 +0100;Youyou Kengeki Musou;[Naro](https://www.twitch.tv/naro);PC;100% No Extra (Hard);;384069093?t=23s;0:20:59;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 02:09:00 +0100;Battle Chef Brigade;[Tricr0w](https://www.twitch.tv/tricr0w);PC;Any% Normal;;384110171?t=23s;1:09:48;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 03:39:00 +0100;Friday the 13th / Jaws / A Boy & His Blob;[8-Bit Steve](https://www.twitch.tv/titansofcoop)|[KrazyRasmus](https://www.twitch.tv/krazyrasmus);NES;Speedrun Tutorial;;384140577?t=22s;0:27:23;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 04:29:00 +0100;Pokemon Red;[AEtienne](https://www.twitch.tv/aetienne);GBP;DDR% Glitchless;DDR;384192983?t=23s;2:19:56;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 07:14:00 +0100;You Are Empty;[Tezur0](https://www.twitch.tv/tezur0);PC;Any% Sprint;;384202620?t=23s;0:36:23;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 07:54:00 +0100;Call of Duty: Modern Warfare 3;[The__VK](https://www.twitch.tv/the__vk);PC;SpecOps - Veteran;;384218574?t=23s;1:08:59;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 09:19:00 +0100;OCTAHEDRON;[Christerious](https://www.twitch.tv/christerious);PC;Any%;;384234669?t=24s;1:05:06;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 10:41:00 +0100;Semblance;[Wombrax](https://www.twitch.tv/wombrax);PC;All Orbs;;384241614?t=23s;0:27:49;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 11:23:00 +0100;ABZÛ;[ChariseH](https://www.twitch.tv/ChariseH);PC;Glitchless Blue Suit Any%;;384249767?t=22s;0:34:11;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 12:10:00 +0100;Subnautica;[salvner](https://www.twitch.tv/salvner);PC;Survival Any%;;384268176?t=22s;0:51:33;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 13:23:00 +0100;Pokémon Black/White;[AEtienne](https://www.twitch.tv/aetienne)|[Retrotato](https://www.twitch.tv/retrotato);Nintendo DS;Any%;Race;384342621?t=22s;3:31:55;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 17:18:00 +0100;Perfect Stride;[PurkisM](https://www.twitch.tv/purkism);PC;169 Pyramids;;384349965?t=22s;0:08:50;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 17:35:00 +0100;Back to Gaya;[Truljin](https://www.twitch.tv/truljin);PC;Any% (No Level Skip);;384367914?t=23s;0:35:34;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 18:23:00 +0100;X-17;[Steeltofu](https://www.twitch.tv/steeltofu);PC;Cr1TiKaL Rules Any%;;384382319?t=23s;0:24:28;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 18:56:00 +0100;S.T.A.L.K.E.R.: Clear Sky;[The__VK](https://www.twitch.tv/the__vk);PC;All Main Missions;;384441371?t=22s;1:46:13;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 21:01:00 +0100;Swarm (MorphX);[Tezur0](https://www.twitch.tv/tezur0);PC;Any%;;384474651?t=22s;0:47:51;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 22:03:00 +0100;Grand Theft Auto 2;[WordofWind](https://www.twitch.tv/wordofwind);PS1;Any%;;384491820?t=22s;0:14:48;ESA 2019 Winter - Stream One;
Thu, 21 Feb 2019 22:33:00 +0100;Dark Souls II;[Distortion2](https://www.twitch.tv/distortion2);PC;All Bosses;;384566108?t=24s;2:25:49;ESA 2019 Winter - Stream One;
Fri, 22 Feb 2019 01:28:00 +0100;Dark Souls II;[Noobest](https://www.twitch.tv/noobest)|[Distortion2](https://www.twitch.tv/distortion2);PC;Any%;Race;384583360?t=22s;0:23:03;ESA 2019 Winter - Stream One;
Fri, 22 Feb 2019 02:03:00 +0100;Grand Theft Auto: The Lost and Damned;[Nozlar](https://www.twitch.tv/nozlar);PC;Any%;;384633467?t=23s;1:19:04;ESA 2019 Winter - Stream One;
Fri, 22 Feb 2019 03:51:00 +0100;Pokémon Omega Ruby/Alpha Sapphire;[wartab](https://www.twitch.tv/wartab);Nintendo New 3DS;Any%;;384710498?t=23s;3:13:38;ESA 2019 Winter - Stream One;
Fri, 22 Feb 2019 07:35:00 +0100;Jade Cocoon: Story of the Tamamayu;[Leonis07](https://www.twitch.tv/leonis07);PS;Any%;;384728748?t=23s;1:04:59;ESA 2019 Winter - Stream One;
Fri, 22 Feb 2019 08:50:00 +0100;Spyro Reignited Trilogy;[ElkjaerTV](https://www.twitch.tv/elkjaertv);PS4;Spyro The Dragon (120%);;384784628?t=02s;1:52:30;ESA 2019 Winter - Stream One;
Fri, 22 Feb 2019 10:57:00 +0100;Iconoclasts;[PurkisM](https://www.twitch.tv/purkism);PC;All Bosses (Relaxed);;384791813?t=23s;2:16:28;ESA 2019 Winter - Stream One;
Fri, 22 Feb 2019 13:34:00 +0100;Kingdom Hearts 3;[IrregularJinny](https://www.twitch.tv/irregularjinny);PS4;Any% Beginner (JP);;384897039?t=23s;4:34:59;ESA 2019 Winter - Stream One;
Fri, 22 Feb 2019 18:44:00 +0100;Super Mario 64;[360Chrism](https://www.twitch.tv/360chrism);Wii VC;Bingo;;384930494?t=24s;0:41:56;ESA 2019 Winter - Stream One;
Fri, 22 Feb 2019 19:39:00 +0100;Super Mario 64;[fplush](https://www.twitch.tv/fplush);N64;TAS Showcase;TAS;384957508?t=23s;0:28:03;ESA 2019 Winter - Stream One;
Fri, 22 Feb 2019 20:29:00 +0100;Super Mario Bros.;[at_c](https://www.twitch.tv/at_c);NES;Warpless;;384977647?t=23s;0:20:27;ESA 2019 Winter - Stream One;
Fri, 22 Feb 2019 21:08:00 +0100;Yoshi's Story;[LoveBot](https://www.twitch.tv/lovebot);Wii VC;All Levels;;385024064?t=22s;1:18:37;ESA 2019 Winter - Stream One;
Fri, 22 Feb 2019 22:38:00 +0100;Castlevania: Symphony of the Night;[Metako](https://www.twitch.tv/metako);Xbox 360;ABRSR;;385052330?t=22s;0:46:09;ESA 2019 Winter - Stream One;
Fri, 22 Feb 2019 23:38:00 +0100;Super Skelemania;[TwoCPlus](https://www.twitch.tv/twocplus);PC;Any%;;385070324?t=21s;0:11:45;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 00:10:00 +0100;Celeste;[Blueye95](https://www.twitch.tv/blueye95)|[MooseSR](https://www.twitch.tv/moosesr)|[Swesie](https://www.twitch.tv/swesie)|[Psyched_SR](https://www.twitch.tv/psyched_sr);PC;100%;Relay Race;385136662?t=23s;1:58:06;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 02:30:00 +0100;Yooka-Laylee;[hedweg](https://www.twitch.tv/hedweg)|[iKainalo](https://www.twitch.tv/ikainalo);PC;Any%;Race;385153365?t=23s;0:14:21;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 03:00:00 +0100;Crash Bandicoot: N. Sane Trilogy;[Murcaz](https://www.twitch.tv/murcaz);PC;Crash 3 any%;;385189244?t=23s;0:51:48;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 04:01:00 +0100;Super Magnetic Neo;[Truljin](https://www.twitch.tv/truljin);Dreamcast;Any%;;385224982?t=23s;0:56:21;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 05:26:00 +0100;Gekraxel;[Spelkollektivet](https://spelkollektivet.itch.io/gekraxel);PC;Showcase;;385248246?t=23s;0:46:06;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 06:21:00 +0100;Omensight;[AEtienne](https://www.twitch.tv/aetienne);PC;Any%;;385280655?t=24s;1:32:31;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 08:01:00 +0100;Le Fantabulous Game;[LittleZero](https://www.twitch.tv/thelittlezero);PC;Any% V 0.9;;385288806?t=24s;0:24:40;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 08:41:00 +0100;Yo! Noid 2;[Christerious](https://www.twitch.tv/christerious);PC;Any% Legacy;;385294697?t=24s;0:17:02;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 09:02:00 +0100;Renowned Explorers: International Society;[Tricr0w](https://www.twitch.tv/tricr0w);PC;Any%;;;0:00:00;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 09:17:00 +0100;Pokémon Let's Go Pikachu/Eevee;[RoboSparkle](https://www.twitch.tv/robo_sparkle)|[Retrotato](https://www.twitch.tv/retrotato)|[Raagentreg](https://www.twitch.tv/raagentreg)|[wartab](https://www.twitch.tv/wartab);Switch;True Co-Op;Race;385367750;3:43:25;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 13:48:00 +0100;Pokémon Red/Blue;[G3neziz](https://www.twitch.tv/g3neziz);GBP;Any% No Save Corruption;;385375559?t=23s;0:13:56;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 14:18:00 +0100;Pokémon Trading Card Game;[Raagentreg](https://www.twitch.tv/raagentreg);GBC;Any% With Tutorial;;385402883;1:09:58;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 15:38:00 +0100;Super Mario 64;[fplush](https://www.twitch.tv/fplush);PC;TAS Showcase;TAS;385416854?t=24s;0:23:50;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 16:10:00 +0100;Mario Party;[360Chrism](https://www.twitch.tv/360chrism)|[Fuzzyness](https://www.twitch.tv/fuzzyness);N64;Mini-Game Island Any%;Race;385443658?t=24s;0:40:13;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 17:05:00 +0100;Super Smash Bros Melee;[Fuzzyness](https://www.twitch.tv/fuzzyness);Wii;All Stars Very Easy (RNG Manip);Showcase;385457182?t=23s;0:18:04;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 17:30:00 +0100;The Messenger;[TwoCPlus](https://www.twitch.tv/twocplus);PC;Linear, No OoB;;385485145?t=23s;0:43:35;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 18:26:00 +0100;The Legend of Zelda: Twilight Princess;[Samura1man](https://www.twitch.tv/samura1man);GCN;Any%;;385653750?t=23s;3:25:54;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 22:01:00 +0100;Super Mario Bros. 3;[at_c](https://www.twitch.tv/at_c);NES;Warpless;;385653750?t=03h37m59s;1:00:30;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 23:11:00 +0100;Cuphead;[kalevan_herra](https://www.twitch.tv/kalevan_herra)|[Kirthar](https://www.twitch.tv/kirthar)|[TwoCPlus](https://www.twitch.tv/twocplus);PC;All Bosses - Regular, Legacy;Race;385673174?t=22s;0:28:24;ESA 2019 Winter - Stream One;
Sat, 23 Feb 2019 23:41:00 +0100;Cuphead;[kalevan_herra](https://www.twitch.tv/kalevan_herra);PC;All Bosses - Regular, Current Patch;;385693048?t=23s;0:36:37;ESA 2019 Winter - Stream One;
Tue, 19 Feb 2019 13:00:00 +0100;The Legend of Zelda: The Wind Waker HD;[AEtienne](https://www.twitch.tv/aetienne);WiiU;Glitchless;;383332530?t=14s;5:15:42;ESA 2019 Winter - Stream Two;
Tue, 19 Feb 2019 18:50:00 +0100;Super Smash Bros. Ultimate;[Fuzzyness](https://www.twitch.tv/fuzzyness);Switch;World of Light Any%;;383440032?t=15s;3:19:44;ESA 2019 Winter - Stream Two;
Tue, 19 Feb 2019 22:30:00 +0100;Jade Empire;[English_Ben](https://www.twitch.tv/english_ben);PC;Any% Special Edition;;;0:00:00;ESA 2019 Winter - Stream Two;
Wed, 20 Feb 2019 13:00:00 +0100;Mafia: The City of Lost Heaven;[PokerFacowaty](https://www.twitch.tv/pokerfacowaty);PC;Any%;;383813121?t=01m04s;3:42:10;ESA 2019 Winter - Stream Two;
Wed, 20 Feb 2019 17:00:00 +0100;The Witcher 3: Wild Hunt;[triggerino1](https://www.twitch.tv/triggerino1);PC;Any% Current Patch;;383911447?t=02m07s;3:13:03;ESA 2019 Winter - Stream Two;
Wed, 20 Feb 2019 20:30:00 +0100;Mario Party 6;[Fuzzyness](https://www.twitch.tv/fuzzyness);Wii;All Boards - Weak Difficulty;;384444854?t=01m05s;3:02:47;ESA 2019 Winter - Stream Two;
Thu, 21 Feb 2019 13:00:00 +0100;Final Fantasy X;[Metako](https://www.twitch.tv/metako);PS2;Any%;;384714495?t=01m;11:53:52;ESA 2019 Winter - Stream Two;
Fri, 22 Feb 2019 13:00:00 +0100;Elemental Gimmick Gear;[Truljin](https://www.twitch.tv/truljin);Dreamcast;Any%;;384858517?t=16s;3:05:18;ESA 2019 Winter - Stream Two;
Fri, 22 Feb 2019 16:10:00 +0100;Final Fantasy III;[Leonis07](https://www.twitch.tv/leonis07);PSP;Any%;;385185622?t=01m19s;10:52:29;ESA 2019 Winter - Stream Two;
